txn_id,member_id,ticker,txn_date,txn_type,quantity,percentage_fee,txn_time
12873,167909,BTC,25-08-2019,SELL,9.577952319,0.25,2019-08-25T01:15:42.576Z
12874,c81e72,BTC,25-08-2019,BUY,5.41016774,0.3,2019-08-25T03:31:50.310Z
12877,167909,BTC,25-08-2019,BUY,9.652067419,0.3,2019-08-25T04:29:22.731Z
12878,c20ad4,BTC,25-08-2019,BUY,3.020916898,0.25,2019-08-25T08:07:34.937Z
12879,c9f0f8,BTC,25-08-2019,BUY,2.787715801,0.12,2019-08-25T10:58:56.151Z
12880,aab323,BTC,25-08-2019,SELL,0.109830179,0.3,2019-08-25T11:26:17.891Z
12882,8f14e4,BTC,25-08-2019,BUY,7.41386961,0.3,2019-08-25T11:52:22.728Z
12883,a87ff6,BTC,25-08-2019,BUY,4.583633691,0.3,2019-08-25T11:54:32.073Z
12886,45c48c,BTC,25-08-2019,BUY,8.035368663,0.3,2019-08-25T17:55:29.965Z
12889,167909,BTC,26-08-2019,BUY,9.17050512,0.28,2019-08-26T04:48:19.495Z
12892,6512bd,BTC,26-08-2019,BUY,6.070536501,0.05,2019-08-26T08:11:27.877Z
12893,6512bd,BTC,26-08-2019,BUY,2.662797704,0.3,2019-08-26T10:02:07.931Z
12894,45c48c,BTC,26-08-2019,BUY,5.633264686,0.3,2019-08-26T11:30:16.606Z
12895,c51ce4,BTC,26-08-2019,BUY,4.406114145,0.3,2019-08-26T16:11:30.266Z
12896,c51ce4,BTC,26-08-2019,SELL,3.163162356,0.3,2019-08-26T16:40:26.805Z
12897,c4ca42,BTC,26-08-2019,BUY,3.239043245,0.3,2019-08-26T17:50:10.277Z
12900,167909,BTC,26-08-2019,BUY,4.260380945,0.3,2019-08-26T20:28:19.903Z
12901,c81e72,BTC,26-08-2019,BUY,6.926720082,0.27,2019-08-26T20:44:29.060Z
12902,e4da3b,BTC,26-08-2019,BUY,1.298620087,0.3,2019-08-26T21:23:53.924Z
12906,c81e72,BTC,27-08-2019,BUY,6.109723083,0.21,2019-08-27T09:54:01.084Z
12907,c4ca42,BTC,27-08-2019,SELL,7.971619617,0.3,2019-08-27T11:07:38.162Z
12909,8f14e4,BTC,27-08-2019,BUY,5.397829165,0.29,2019-08-27T11:57:46.902Z
12911,a87ff6,BTC,27-08-2019,BUY,1.029053733,0.3,2019-08-27T16:39:34.346Z
12913,c20ad4,BTC,27-08-2019,BUY,4.655007741,0.28,2019-08-27T18:29:35.539Z
12916,6512bd,BTC,28-08-2019,BUY,4.065246695,0.15,2019-08-28T00:24:19.391Z
12917,a87ff6,BTC,28-08-2019,BUY,8.567826693,0.3,2019-08-28T00:31:35.777Z
12918,45c48c,BTC,28-08-2019,BUY,0.261120279,0.24,2019-08-28T01:53:46.234Z
12920,8f14e4,BTC,28-08-2019,BUY,4.570747013,0.3,2019-08-28T05:43:37.357Z
12921,eccbc8,BTC,28-08-2019,BUY,2.691052914,0.3,2019-08-28T05:59:53.496Z
12924,c81e72,BTC,28-08-2019,BUY,4.99556792,0.3,2019-08-28T12:01:12.981Z
12925,d3d944,BTC,28-08-2019,BUY,4.772283815,0.12,2019-08-28T15:41:00.822Z
12926,6512bd,BTC,28-08-2019,BUY,8.87724892,0.3,2019-08-28T17:12:32.724Z
12928,8f14e4,BTC,28-08-2019,BUY,9.614342007,0.24,2019-08-28T20:02:13.880Z
12929,8f14e4,BTC,28-08-2019,BUY,2.538675988,0.3,2019-08-28T21:05:48.687Z
12930,c20ad4,BTC,28-08-2019,BUY,2.218682684,0.07,2019-08-28T22:48:33.879Z
12931,c81e72,BTC,29-08-2019,BUY,9.868621473,0.3,2019-08-29T02:54:38.202Z
12934,c51ce4,BTC,29-08-2019,BUY,1.862353396,0.3,2019-08-29T19:18:42.609Z
12935,45c48c,BTC,29-08-2019,BUY,6.554535955,0.21,2019-08-29T19:45:41.065Z
12936,c81e72,BTC,29-08-2019,SELL,1.601699071,0.3,2019-08-29T20:20:51.039Z
12941,d3d944,BTC,30-08-2019,BUY,5.385905049,0.3,2019-08-30T14:08:22.324Z
12942,e4da3b,BTC,30-08-2019,BUY,8.617989148,0.3,2019-08-30T17:53:03.224Z
12944,6512bd,BTC,30-08-2019,SELL,7.03879821,0.3,2019-08-30T18:45:32.181Z
12945,c20ad4,BTC,30-08-2019,BUY,7.556624836,0.3,2019-08-30T21:03:48.245Z
12948,aab323,BTC,30-08-2019,SELL,4.052401238,0.3,2019-08-30T23:15:29.398Z
12949,c4ca42,BTC,30-08-2019,BUY,9.722969443,0.3,2019-08-30T23:47:50.024Z
12956,167909,BTC,31-08-2019,BUY,0.818904426,0.3,2019-08-31T08:46:35.305Z
12957,aab323,BTC,31-08-2019,SELL,0.872419598,0.3,2019-08-31T09:33:05.710Z
12958,c51ce4,BTC,31-08-2019,BUY,3.579309571,0.3,2019-08-31T11:39:13.337Z
12959,eccbc8,BTC,31-08-2019,BUY,8.058320336,0.12,2019-08-31T11:54:29.771Z
12963,6512bd,BTC,31-08-2019,BUY,8.720819835,0.3,2019-08-31T21:11:44.214Z
12966,c9f0f8,BTC,01-09-2019,BUY,7.212847891,0.3,2019-09-01T01:17:30.398Z
12967,6512bd,BTC,01-09-2019,BUY,3.349601529,0.28,2019-09-01T03:52:22.387Z
12969,eccbc8,BTC,01-09-2019,BUY,3.136051434,0.01,2019-09-01T04:14:43.879Z
12973,167909,BTC,01-09-2019,BUY,5.094159102,0.3,2019-09-01T08:35:59.475Z
12975,c81e72,BTC,01-09-2019,BUY,9.792375981,0.27,2019-09-01T17:40:45.968Z
12977,8f14e4,BTC,01-09-2019,BUY,3.147487209,0.23,2019-09-01T22:52:12.119Z
12980,d3d944,BTC,02-09-2019,SELL,9.118506295,0.3,2019-09-02T03:02:23.636Z
12983,c51ce4,BTC,02-09-2019,SELL,5.551337506,0.3,2019-09-02T05:27:17.082Z
12984,167909,BTC,02-09-2019,BUY,3.815652909,0.3,2019-09-02T08:10:15.802Z
12985,167909,BTC,02-09-2019,BUY,5.625850007,0.3,2019-09-02T08:17:02.280Z
12990,c81e72,BTC,02-09-2019,SELL,4.048193792,0.02,2019-09-02T22:39:31.536Z
12991,167909,BTC,03-09-2019,BUY,7.431731401,0.3,2019-09-03T05:07:02.291Z
12993,c4ca42,BTC,03-09-2019,BUY,3.475195271,0.3,2019-09-03T07:20:28.441Z
12994,c9f0f8,BTC,03-09-2019,BUY,1.19291714,0.3,2019-09-03T08:10:28.200Z
13001,a87ff6,BTC,03-09-2019,BUY,9.067852238,0.3,2019-09-03T14:56:06.677Z
13003,d3d944,BTC,03-09-2019,SELL,6.937388203,0.03,2019-09-03T21:47:49.475Z
13005,167909,BTC,04-09-2019,BUY,8.241975234,0.3,2019-09-04T02:13:40.105Z
13006,167909,BTC,04-09-2019,BUY,4.54999992,0.3,2019-09-04T04:49:31.737Z
13009,d3d944,BTC,04-09-2019,BUY,7.256276246,0.3,2019-09-04T07:48:38.718Z
13010,45c48c,BTC,04-09-2019,BUY,5.031555569,0.3,2019-09-04T10:03:49.553Z
13011,a87ff6,BTC,04-09-2019,SELL,0.538208577,0.3,2019-09-04T10:44:36.505Z
13014,45c48c,BTC,04-09-2019,BUY,5.987686136,0.3,2019-09-04T13:05:17.769Z
13020,6512bd,BTC,04-09-2019,BUY,0.093651475,0.08,2019-09-04T22:38:19.210Z
13022,8f14e4,BTC,04-09-2019,BUY,5.993711691,0.3,2019-09-04T23:59:38.916Z
13023,c20ad4,BTC,05-09-2019,SELL,2.558642707,0.3,2019-09-05T00:32:50.676Z
13024,c20ad4,BTC,05-09-2019,BUY,3.297640729,0.3,2019-09-05T01:02:57.351Z
13029,c81e72,BTC,05-09-2019,BUY,7.231535139,0.02,2019-09-05T16:42:59.576Z
13031,eccbc8,BTC,06-09-2019,BUY,2.768980919,0.1,2019-09-06T03:19:57.685Z
13033,167909,BTC,06-09-2019,BUY,9.51809592,0.3,2019-09-06T07:26:32.223Z
13035,c4ca42,BTC,06-09-2019,BUY,8.541668539,0.1,2019-09-06T20:53:23.664Z
13037,c20ad4,BTC,06-09-2019,BUY,7.597668753,0.3,2019-09-06T21:42:10.015Z
13039,e4da3b,BTC,06-09-2019,BUY,0.130709766,0.3,2019-09-06T23:54:53.267Z
13040,e4da3b,BTC,07-09-2019,BUY,3.697313418,0.3,2019-09-07T00:52:42.190Z
13042,c20ad4,BTC,07-09-2019,BUY,3.284070797,0.22,2019-09-07T02:30:07.978Z
13043,167909,BTC,07-09-2019,BUY,1.467664523,0.09,2019-09-07T06:06:14.743Z
13045,6512bd,BTC,07-09-2019,BUY,0.292675685,0.3,2019-09-07T09:12:20.397Z
13046,c4ca42,BTC,07-09-2019,BUY,8.899326361,0.05,2019-09-07T12:07:48.350Z
13047,e4da3b,BTC,07-09-2019,BUY,1.765369389,0.3,2019-09-07T15:14:56.015Z
13049,c81e72,BTC,07-09-2019,BUY,2.612281849,0.3,2019-09-07T16:52:35.300Z
13051,d3d944,BTC,07-09-2019,BUY,5.977180926,0.3,2019-09-07T21:58:30.491Z
13054,c20ad4,BTC,08-09-2019,BUY,5.729144432,0.3,2019-09-08T08:30:57.496Z
13056,c51ce4,BTC,08-09-2019,BUY,3.620344064,0.3,2019-09-08T14:50:36.744Z
13058,6512bd,BTC,08-09-2019,BUY,6.851653074,0.18,2019-09-08T15:32:29.944Z
13060,c51ce4,BTC,08-09-2019,BUY,3.046030815,0.3,2019-09-08T20:13:17.768Z
13062,e4da3b,BTC,08-09-2019,SELL,4.733260522,0.19,2019-09-08T22:14:41.554Z
13063,a87ff6,BTC,08-09-2019,BUY,5.235827405,0.25,2019-09-08T23:59:50.772Z
13065,c51ce4,BTC,09-09-2019,BUY,4.703384065,0.3,2019-09-09T02:38:35.424Z
13067,45c48c,BTC,09-09-2019,BUY,4.631675114,0.3,2019-09-09T04:09:11.519Z
13068,8f14e4,BTC,09-09-2019,BUY,9.430095451,0.19,2019-09-09T04:29:14.090Z
13069,c20ad4,BTC,09-09-2019,BUY,8.71653033,0.18,2019-09-09T05:03:26.689Z
13072,aab323,BTC,09-09-2019,BUY,0.467540774,0.3,2019-09-09T09:30:18.110Z
13076,6512bd,BTC,09-09-2019,BUY,4.253364262,0.3,2019-09-09T13:31:57.790Z
13078,d3d944,BTC,09-09-2019,BUY,2.134085358,0.3,2019-09-09T16:32:07.918Z
13081,45c48c,BTC,09-09-2019,BUY,1.091073382,0.21,2019-09-09T18:51:14.053Z
13082,eccbc8,BTC,09-09-2019,BUY,7.261019896,0.3,2019-09-09T20:07:11.962Z
13084,c4ca42,BTC,10-09-2019,BUY,2.831784747,0.3,2019-09-10T01:44:33.906Z
13087,c20ad4,BTC,10-09-2019,SELL,5.639646597,0.3,2019-09-10T02:40:05.641Z
13089,e4da3b,BTC,10-09-2019,BUY,8.266435577,0.3,2019-09-10T03:23:25.106Z
13090,e4da3b,BTC,10-09-2019,SELL,0.736774348,0.3,2019-09-10T04:19:52.092Z
13091,c9f0f8,BTC,10-09-2019,BUY,5.395034682,0.3,2019-09-10T04:38:17.179Z
13092,d3d944,BTC,10-09-2019,BUY,9.530829828,0.3,2019-09-10T05:17:40.517Z
13093,a87ff6,BTC,10-09-2019,BUY,3.864255903,0.3,2019-09-10T06:26:04.764Z
13094,c9f0f8,BTC,10-09-2019,SELL,5.956823924,0.3,2019-09-10T11:51:56.935Z
13095,a87ff6,BTC,10-09-2019,SELL,3.95135584,0.3,2019-09-10T12:58:08.546Z
13096,c51ce4,BTC,10-09-2019,BUY,7.269847141,0.25,2019-09-10T13:57:57.099Z
13100,c81e72,BTC,10-09-2019,BUY,5.140893294,0.3,2019-09-10T19:15:21.551Z
13101,45c48c,BTC,10-09-2019,BUY,5.470359233,0.3,2019-09-10T20:22:58.209Z
13106,45c48c,BTC,11-09-2019,BUY,1.340248601,0.3,2019-09-11T15:35:27.116Z
13107,6512bd,BTC,11-09-2019,BUY,4.464168347,0.08,2019-09-11T17:18:14.144Z
13109,6512bd,BTC,12-09-2019,BUY,9.02910978,0.3,2019-09-12T02:57:16.633Z
13113,c4ca42,BTC,12-09-2019,BUY,7.336424924,0.24,2019-09-12T17:30:53.449Z
13116,45c48c,BTC,12-09-2019,BUY,2.287946083,0.3,2019-09-12T22:09:01.623Z
13117,c81e72,BTC,12-09-2019,BUY,1.737636438,0.3,2019-09-12T22:10:04.557Z
13118,aab323,BTC,13-09-2019,BUY,5.634598054,0.3,2019-09-13T00:09:56.098Z
13119,a87ff6,BTC,13-09-2019,BUY,9.056541989,0.3,2019-09-13T00:28:28.512Z
13120,6512bd,BTC,13-09-2019,SELL,6.850935278,0.3,2019-09-13T03:30:47.836Z
13121,8f14e4,BTC,13-09-2019,BUY,7.648431475,0.3,2019-09-13T05:12:30.949Z
13122,e4da3b,BTC,13-09-2019,BUY,7.87303715,0.2,2019-09-13T09:15:00.997Z
13126,6512bd,BTC,13-09-2019,BUY,3.270348315,0.3,2019-09-13T13:51:05.055Z
13127,a87ff6,BTC,13-09-2019,BUY,4.390871352,0.3,2019-09-13T14:10:08.633Z
13131,6512bd,BTC,13-09-2019,BUY,3.418787978,0.3,2019-09-13T20:56:40.190Z
13135,c81e72,BTC,14-09-2019,SELL,6.12664969,0.13,2019-09-14T05:51:02.449Z
13136,c4ca42,BTC,14-09-2019,BUY,9.057273219,0.3,2019-09-14T05:54:38.692Z
13137,c81e72,BTC,14-09-2019,BUY,9.678681334,0.3,2019-09-14T06:18:07.889Z
13139,aab323,BTC,14-09-2019,SELL,4.837188987,0.17,2019-09-14T09:03:39.738Z
13140,e4da3b,BTC,14-09-2019,BUY,0.344850738,0.3,2019-09-14T11:15:04.661Z
13141,aab323,BTC,14-09-2019,BUY,4.576651449,0.3,2019-09-14T13:01:11.073Z
13144,8f14e4,BTC,14-09-2019,BUY,5.288004342,0.3,2019-09-14T18:20:35.651Z
13145,a87ff6,BTC,14-09-2019,SELL,4.566221681,0.3,2019-09-14T18:31:33.605Z
13151,c20ad4,BTC,15-09-2019,BUY,1.96602625,0.03,2019-09-15T06:49:25.437Z
13154,c51ce4,BTC,15-09-2019,BUY,3.517198632,0.3,2019-09-15T08:38:20.973Z
13155,aab323,BTC,15-09-2019,SELL,9.251953842,0.3,2019-09-15T10:22:59.962Z
13156,45c48c,BTC,15-09-2019,BUY,5.213022247,0.3,2019-09-15T10:42:52.607Z
13158,45c48c,BTC,15-09-2019,BUY,2.767426456,0.3,2019-09-15T13:59:47.535Z
13159,45c48c,BTC,15-09-2019,BUY,7.386812884,0.3,2019-09-15T14:11:44.377Z
13160,c4ca42,BTC,15-09-2019,SELL,0.042916016,0.2,2019-09-15T14:37:37.294Z
13161,c4ca42,BTC,15-09-2019,BUY,9.805075609,0.3,2019-09-15T18:03:36.208Z
13162,c4ca42,BTC,15-09-2019,SELL,4.952901408,0.3,2019-09-15T20:57:23.991Z
13163,c9f0f8,BTC,15-09-2019,BUY,5.006155441,0.04,2019-09-15T23:42:40.336Z
13164,167909,BTC,16-09-2019,BUY,7.419749521,0.3,2019-09-16T01:20:41.869Z
13166,c20ad4,BTC,16-09-2019,BUY,4.86189418,0.3,2019-09-16T04:03:06.773Z
13169,c51ce4,BTC,16-09-2019,BUY,9.050541223,0.08,2019-09-16T07:03:07.463Z
13170,d3d944,BTC,16-09-2019,BUY,2.631850026,0.3,2019-09-16T08:18:12.676Z
13171,167909,BTC,16-09-2019,BUY,1.342997513,0.3,2019-09-16T10:52:55.334Z
13172,167909,BTC,16-09-2019,BUY,8.972056966,0.3,2019-09-16T12:20:01.502Z
13173,167909,BTC,16-09-2019,SELL,4.94096714,0.3,2019-09-16T13:43:47.628Z
13178,e4da3b,BTC,16-09-2019,SELL,9.121837888,0.3,2019-09-16T21:11:56.717Z
13179,a87ff6,BTC,16-09-2019,BUY,5.717039409,0.22,2019-09-16T21:23:53.910Z
13181,8f14e4,BTC,17-09-2019,SELL,1.392461793,0.3,2019-09-17T00:55:02.154Z
13182,45c48c,BTC,17-09-2019,BUY,0.152870681,0.3,2019-09-17T04:18:41.433Z
13184,a87ff6,BTC,17-09-2019,BUY,5.388231246,0.3,2019-09-17T06:13:05.211Z
13185,eccbc8,BTC,17-09-2019,BUY,0.840621303,0.3,2019-09-17T06:36:22.295Z
13186,45c48c,BTC,17-09-2019,BUY,9.718864253,0.13,2019-09-17T08:59:58.839Z
13187,c81e72,BTC,17-09-2019,SELL,3.574393554,0.3,2019-09-17T09:30:47.637Z
13189,c4ca42,BTC,17-09-2019,SELL,4.24665912,0.3,2019-09-17T11:08:51.487Z
13191,a87ff6,BTC,17-09-2019,BUY,3.081378249,0.26,2019-09-17T12:43:50.656Z
13194,c4ca42,BTC,17-09-2019,BUY,5.068160867,0.3,2019-09-17T16:50:23.466Z
13195,e4da3b,BTC,17-09-2019,BUY,9.875852489,0.3,2019-09-17T18:52:48.039Z
13198,45c48c,BTC,17-09-2019,BUY,1.530172308,0.3,2019-09-17T23:34:19.310Z
13206,c4ca42,BTC,18-09-2019,BUY,0.046881725,0.21,2019-09-18T11:02:32.138Z
13208,a87ff6,BTC,18-09-2019,BUY,8.222628201,0.3,2019-09-18T15:38:24.560Z
13209,6512bd,BTC,18-09-2019,BUY,8.168113712,0.3,2019-09-18T16:47:28.479Z
13210,c4ca42,BTC,18-09-2019,BUY,6.569558249,0.3,2019-09-18T17:00:06.432Z
13212,c9f0f8,BTC,18-09-2019,BUY,2.714830259,0.3,2019-09-18T18:08:09.243Z
13213,8f14e4,BTC,18-09-2019,SELL,4.764957226,0.3,2019-09-18T18:10:14.793Z
13218,45c48c,BTC,18-09-2019,BUY,4.459508611,0.26,2019-09-18T22:07:00.663Z
13219,8f14e4,BTC,18-09-2019,SELL,9.993474474,0.3,2019-09-18T23:27:24.744Z
13221,167909,BTC,19-09-2019,BUY,7.324772036,0.3,2019-09-19T02:04:58.713Z
13222,c20ad4,BTC,19-09-2019,BUY,4.736975535,0.3,2019-09-19T02:16:21.241Z
13223,c51ce4,BTC,19-09-2019,BUY,1.071533275,0.25,2019-09-19T04:21:50.029Z
13226,c4ca42,BTC,19-09-2019,BUY,0.458099037,0.3,2019-09-19T11:42:24.545Z
13229,e4da3b,BTC,19-09-2019,BUY,9.933197648,0.3,2019-09-19T13:12:58.577Z
13230,a87ff6,BTC,19-09-2019,BUY,4.451252812,0.3,2019-09-19T14:39:33.859Z
13234,167909,BTC,19-09-2019,BUY,7.707922017,0.3,2019-09-19T20:45:31.826Z
13235,c20ad4,BTC,20-09-2019,BUY,3.6805601,0.3,2019-09-20T01:04:06.482Z
13236,c81e72,BTC,20-09-2019,BUY,1.464943837,0.3,2019-09-20T01:38:12.755Z
13238,c81e72,BTC,20-09-2019,BUY,7.295617649,0.3,2019-09-20T06:16:00.541Z
13243,eccbc8,BTC,20-09-2019,BUY,1.614781334,0.1,2019-09-20T17:46:11.355Z
13244,8f14e4,BTC,21-09-2019,BUY,6.998536802,0.01,2019-09-21T06:27:19.981Z
13246,45c48c,BTC,21-09-2019,BUY,1.194677287,0.04,2019-09-21T07:28:23.604Z
13247,e4da3b,BTC,21-09-2019,BUY,4.03787692,0.3,2019-09-21T08:26:50.046Z
13250,c9f0f8,BTC,21-09-2019,BUY,6.711399207,0.3,2019-09-21T15:02:33.030Z
13251,c4ca42,BTC,21-09-2019,BUY,2.01374717,0.3,2019-09-21T16:12:22.161Z
13255,8f14e4,BTC,22-09-2019,BUY,9.309123714,0.01,2019-09-22T00:24:35.695Z
13259,167909,BTC,22-09-2019,BUY,1.678228658,0.28,2019-09-22T06:30:20.322Z
13261,eccbc8,BTC,22-09-2019,SELL,9.009538441,0.3,2019-09-22T07:09:58.848Z
13264,d3d944,BTC,22-09-2019,BUY,8.604103908,0.21,2019-09-22T11:01:06.230Z
13266,45c48c,BTC,22-09-2019,BUY,2.913358066,0.06,2019-09-22T12:21:04.739Z
13271,e4da3b,BTC,23-09-2019,BUY,0.812930314,0.3,2019-09-23T03:32:14.171Z
13272,c20ad4,BTC,23-09-2019,BUY,8.340531054,0.3,2019-09-23T03:42:15.556Z
13273,aab323,BTC,23-09-2019,SELL,7.197659456,0.3,2019-09-23T04:18:21.390Z
13274,167909,BTC,23-09-2019,BUY,6.482501482,0.3,2019-09-23T09:31:07.342Z
13276,e4da3b,BTC,23-09-2019,SELL,1.845142421,0.25,2019-09-23T10:57:29.488Z
13277,167909,BTC,23-09-2019,BUY,8.435515933,0.3,2019-09-23T13:50:52.801Z
13278,a87ff6,BTC,23-09-2019,SELL,8.424711936,0.3,2019-09-23T13:58:12.301Z
13282,a87ff6,BTC,23-09-2019,BUY,1.287583249,0.3,2019-09-23T18:50:51.056Z
13283,eccbc8,BTC,24-09-2019,BUY,7.290970328,0.15,2019-09-24T00:12:40.060Z
13284,c51ce4,BTC,24-09-2019,SELL,9.144228311,0.3,2019-09-24T01:07:24.501Z
13288,8f14e4,BTC,24-09-2019,BUY,8.891781591,0.3,2019-09-24T03:58:38.765Z
13289,c4ca42,BTC,24-09-2019,SELL,3.615471989,0.13,2019-09-24T03:58:48.117Z
13290,45c48c,BTC,24-09-2019,BUY,9.257306265,0.3,2019-09-24T10:22:37.600Z
13291,a87ff6,BTC,24-09-2019,BUY,5.40545465,0.3,2019-09-24T10:52:14.844Z
13292,a87ff6,BTC,24-09-2019,BUY,1.810118445,0.1,2019-09-24T13:58:23.106Z
13293,c20ad4,BTC,24-09-2019,BUY,4.52821964,0.3,2019-09-24T14:37:18.593Z
13295,a87ff6,BTC,24-09-2019,BUY,8.875648178,0.3,2019-09-24T15:24:11.916Z
13296,c20ad4,BTC,24-09-2019,SELL,7.56087676,0.3,2019-09-24T19:38:16.579Z
13297,45c48c,BTC,24-09-2019,BUY,3.664486973,0.3,2019-09-24T20:13:33.236Z
13298,8f14e4,BTC,24-09-2019,BUY,5.059479714,0.01,2019-09-24T20:16:01.649Z
13299,6512bd,BTC,24-09-2019,SELL,2.917786952,0.3,2019-09-24T21:16:41.129Z
13301,c4ca42,BTC,25-09-2019,BUY,2.951833607,0.3,2019-09-25T04:05:54.420Z
13303,c9f0f8,BTC,25-09-2019,BUY,1.865910356,0.3,2019-09-25T04:35:51.320Z
13304,d3d944,BTC,25-09-2019,BUY,3.905967389,0.3,2019-09-25T05:22:51.183Z
13305,167909,BTC,25-09-2019,SELL,8.395263262,0.3,2019-09-25T06:12:48.732Z
13308,c20ad4,BTC,25-09-2019,BUY,6.987370171,0.3,2019-09-25T12:48:17.394Z
13312,e4da3b,BTC,25-09-2019,SELL,1.626535266,0.3,2019-09-25T21:12:10.770Z
13313,6512bd,BTC,25-09-2019,BUY,2.197021804,0.14,2019-09-25T23:49:58.354Z
13315,c9f0f8,BTC,26-09-2019,BUY,4.370897655,0.3,2019-09-26T05:53:31.635Z
13318,c20ad4,BTC,26-09-2019,SELL,6.814499864,0.3,2019-09-26T08:02:06.819Z
13319,c51ce4,BTC,26-09-2019,BUY,1.021107839,0.3,2019-09-26T10:05:19.361Z
13320,c81e72,BTC,26-09-2019,BUY,8.470617495,0.27,2019-09-26T12:54:43.395Z
13322,6512bd,BTC,26-09-2019,BUY,6.4481276,0.3,2019-09-26T15:16:29.150Z
13328,c51ce4,BTC,26-09-2019,BUY,2.516625138,0.3,2019-09-26T21:51:27.992Z
13329,167909,BTC,26-09-2019,BUY,1.573432935,0.05,2019-09-26T21:54:57.557Z
13330,167909,BTC,26-09-2019,BUY,0.31273053,0.3,2019-09-26T23:00:56.387Z
13331,eccbc8,BTC,27-09-2019,BUY,4.987409917,0.3,2019-09-27T02:30:09.695Z
13333,167909,BTC,27-09-2019,BUY,4.301485458,0.3,2019-09-27T06:19:22.870Z
13335,8f14e4,BTC,27-09-2019,SELL,5.42875876,0.3,2019-09-27T09:18:26.873Z
13337,d3d944,BTC,27-09-2019,SELL,7.908702668,0.2,2019-09-27T10:26:26.263Z
13339,167909,BTC,27-09-2019,BUY,9.269057552,0.06,2019-09-27T11:04:11.644Z
13344,d3d944,BTC,27-09-2019,BUY,5.45627314,0.06,2019-09-27T20:28:19.802Z
13345,d3d944,BTC,27-09-2019,BUY,4.895487367,0.3,2019-09-27T21:22:31.306Z
13346,c51ce4,BTC,27-09-2019,SELL,0.130356212,0.06,2019-09-27T23:49:27.061Z
13347,6512bd,BTC,28-09-2019,BUY,5.154239165,0.19,2019-09-28T00:37:37.002Z
13349,167909,BTC,28-09-2019,BUY,4.122263248,0.3,2019-09-28T01:04:25.202Z
13350,d3d944,BTC,28-09-2019,BUY,8.655509502,0.3,2019-09-28T03:06:12.826Z
13351,6512bd,BTC,28-09-2019,BUY,5.902852434,0.3,2019-09-28T05:57:47.710Z
13354,45c48c,BTC,28-09-2019,BUY,3.497892434,0.24,2019-09-28T10:37:07.115Z
13355,eccbc8,BTC,28-09-2019,BUY,1.732758487,0.3,2019-09-28T10:59:10.915Z
13358,c20ad4,BTC,28-09-2019,SELL,6.369636404,0.3,2019-09-28T15:34:47.898Z
13361,6512bd,BTC,28-09-2019,SELL,2.163721029,0.3,2019-09-28T20:37:03.313Z
13367,aab323,BTC,29-09-2019,BUY,2.082137274,0.3,2019-09-29T06:26:14.496Z
13368,c9f0f8,BTC,29-09-2019,BUY,0.238492297,0.3,2019-09-29T07:52:30.994Z
13369,a87ff6,BTC,29-09-2019,BUY,7.175308138,0.01,2019-09-29T11:27:20.651Z
13370,d3d944,BTC,29-09-2019,BUY,1.928653551,0.3,2019-09-29T13:31:52.415Z
13372,167909,BTC,29-09-2019,BUY,0.890846747,0.26,2019-09-29T15:46:49.509Z
13374,d3d944,BTC,29-09-2019,BUY,3.153201459,0.3,2019-09-29T17:13:14.997Z
13375,6512bd,BTC,29-09-2019,SELL,2.993269318,0.3,2019-09-29T20:16:36.831Z
13379,e4da3b,BTC,30-09-2019,BUY,3.007080562,0.3,2019-09-30T06:00:53.973Z
13380,eccbc8,BTC,30-09-2019,BUY,2.661935971,0.3,2019-09-30T08:36:02.012Z
13382,c20ad4,BTC,30-09-2019,BUY,6.092946611,0.18,2019-09-30T10:52:23.561Z
13385,eccbc8,BTC,30-09-2019,BUY,2.317159235,0.3,2019-09-30T13:37:08.076Z
13387,c9f0f8,BTC,30-09-2019,SELL,9.463660292,0.3,2019-09-30T14:35:08.372Z
13392,aab323,BTC,30-09-2019,BUY,5.150098169,0.27,2019-09-30T21:02:36.973Z
13393,a87ff6,BTC,30-09-2019,BUY,7.735691351,0.3,2019-09-30T22:27:36.342Z
13394,d3d944,BTC,01-10-2019,BUY,1.788994847,0.3,2019-10-01T00:07:13.757Z
13395,c4ca42,BTC,01-10-2019,SELL,8.225761586,0.22,2019-10-01T00:26:00.439Z
13398,aab323,BTC,01-10-2019,SELL,5.226707881,0.3,2019-10-01T05:35:16.447Z
13400,8f14e4,BTC,01-10-2019,BUY,3.64726873,0.08,2019-10-01T12:37:14.956Z
13403,8f14e4,BTC,01-10-2019,BUY,0.443231376,0.3,2019-10-01T13:32:08.970Z
13408,c51ce4,BTC,01-10-2019,BUY,7.695422895,0.3,2019-10-01T18:02:09.501Z
13409,a87ff6,BTC,01-10-2019,BUY,7.515438176,0.3,2019-10-01T19:01:27.977Z
13410,c4ca42,BTC,01-10-2019,SELL,3.81249668,0.29,2019-10-01T19:29:02.189Z
13412,c9f0f8,BTC,01-10-2019,BUY,9.490939433,0.3,2019-10-01T23:27:42.601Z
13413,eccbc8,BTC,02-10-2019,BUY,9.641093843,0.25,2019-10-02T01:26:09.104Z
13415,c51ce4,BTC,02-10-2019,SELL,1.121656121,0.3,2019-10-02T03:26:41.657Z
13416,c51ce4,BTC,02-10-2019,BUY,5.928416204,0.05,2019-10-02T06:15:15.541Z
13417,a87ff6,BTC,02-10-2019,BUY,9.892445648,0.3,2019-10-02T12:26:55.210Z
