week_date,sales,transactions
16/4/18,1576874,28279
16/4/18,763858,20305
16/4/18,19195,94
16/4/18,22882,124
16/4/18,148142,658
9/4/18,1007741,24353
9/4/18,996252,34131
9/4/18,4624,16
9/4/18,286176,1285
9/4/18,18263,94
9/4/18,551517,14807
9/4/18,16388,81
9/4/18,4893677,75629
9/4/18,179813,896
9/4/18,6735,37
9/4/18,28817,140
9/4/18,989467,22615
9/4/18,153058,757
9/4/18,176123,811
9/4/18,19130,110
9/4/18,1012567,24711
9/4/18,1622243,39209
9/4/18,17712,95
9/4/18,475152,10862
9/4/18,238093,1225
9/4/18,4667161,77346
9/4/18,2153820,46225
9/4/18,529559,10110
9/4/18,94720,503
9/4/18,1667933,31169
9/4/18,1639929,28254
9/4/18,827154,22553
9/4/18,17709,130
9/4/18,14352,83
9/4/18,2168742,33294
9/4/18,138249,590
9/4/18,17366009,570884
9/4/18,17242,90
9/4/18,7080518,106932
2/4/18,24590,139
2/4/18,1017243,22379
2/4/18,101964,534
2/4/18,205837,942
2/4/18,16986,96
2/4/18,1072260,25287
2/4/18,2230839,46903
2/4/18,21574,119
2/4/18,520040,9713
2/4/18,1728988,31788
2/4/18,439401,10415
2/4/18,244203,1255
2/4/18,850931,22784
2/4/18,156919,673
2/4/18,4855219,78698
2/4/18,166578,792
2/4/18,1678446,40073
2/4/18,193769,928
2/4/18,17699,88
2/4/18,17861174,577090
2/4/18,5259842,80779
2/4/18,306702,1398
2/4/18,24547,130
2/4/18,2364,13
2/4/18,7595569,111505
2/4/18,18251,132
2/4/18,1050962,25293
2/4/18,1017516,34465
2/4/18,593198,15399
2/4/18,2217134,34080
2/4/18,1711148,28551
2/4/18,18064,99
2/4/18,19335,100
2/4/18,9385,51
26/3/18,4724108,77859
26/3/18,18647,102
26/3/18,2247059,34589
26/3/18,1701846,31824
26/3/18,16207,120
26/3/18,571887,15029
26/3/18,5453458,83546
26/3/18,18197,88
26/3/18,303272,1455
26/3/18,997407,22187
26/3/18,105019,552
26/3/18,15446,96
26/3/18,5422,37
26/3/18,496666,9439
26/3/18,1040046,25195
26/3/18,21902,119
26/3/18,1673032,28446
26/3/18,16153,103
26/3/18,195225,926
26/3/18,17610630,575472
26/3/18,7485775,111812
26/3/18,20877,143
26/3/18,243347,1304
26/3/18,2219869,47218
26/3/18,18246,91
26/3/18,457257,10708
26/3/18,999080,34282
26/3/18,172745,851
26/3/18,168817,752
26/3/18,833006,22889
26/3/18,199685,980
26/3/18,1617709,39356
26/3/18,2784,16
26/3/18,1064172,25665
